,Unnamed: 0,aimAction,aimPlayerGridList,avoidCommitPoint,conditionName,crossPoint,decisionSteps,goal,name,noiseNumber,noisePoint,obstacles,playerGrid,reactionTime,target1,target2,targetDiff,trajectory,participantsType,trajLength,goalPosteriorList
101,101,"[(0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1)]","[(14, 2), (13, 2), (12, 2), (11, 2), (12, 2), (11, 2), (10, 2), (9, 2), (8, 2), (7, 2), (6, 2), (5, 2), (4, 2), (3, 2), (3, 3), (3, 4)]","(13, 2)",expCondition2,"(10, 4)",1,"[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 0, 0]",yujiahui-f-19,1,[4],"[(13, 1), (11, 1), (13, 3), (10, 1), (13, 4), (2, 13), (3, 5), (6, 7), (3, 7), (1, 8), (2, 10), (5, 8), (14, 12), (2, 1), (12, 0), (13, 13), (4, 6), (1, 1)]","(14, 1)","[665, 837, 1015, 1159, 1296, 1423, 1538, 1647, 1767, 1867, 1978, 2093, 2211, 2313, 2583, 2760]","(10, 11)","(3, 4)",0,"[(14, 1), [14, 2], [13, 2], [12, 2], [13, 2], [12, 2], [11, 2], [10, 2], [9, 2], [8, 2], [7, 2], [6, 2], [5, 2], [4, 2], [3, 2], [3, 3], [3, 4]]",Human,17,"[0.5, 0.4999999365132671, 0.520412954915827, 0.5204129544045212, 0.7453096063190733, 0.7453096059301944, 0.8875348969101267, 0.9999024501176208, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
103,103,"[(0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0)]","[(0, 13), (2, 14), (1, 13), (1, 12), (1, 11), (1, 10), (1, 9), (1, 8), (1, 7), (1, 6), (2, 6), (2, 5), (2, 4), (3, 4), (4, 4), (5, 4)]","(3, 11)",expCondition2,"(5, 9)",4,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0]",yujiahui-f-19,2,"[1, 10]","[(2, 12), (0, 12), (4, 12), (2, 14), (2, 10), (5, 12), (2, 9), (8, 6), (8, 1), (13, 11), (7, 2), (12, 5), (13, 6), (9, 1), (13, 12), (1, 2), (13, 9), (12, 6)]","(0, 14)","[581, 842, 991, 1146, 1275, 1430, 1570, 1713, 1857, 2003, 2123, 2280, 2416, 2609, 2772, 2901]","(5, 4)","(10, 9)",0,"[(0, 14), [1, 14], [1, 14], [1, 13], [1, 12], [1, 11], [1, 10], [1, 9], [1, 8], [1, 7], [2, 7], [2, 6], [2, 5], [2, 4], [3, 4], [4, 4], [5, 4]]",Human,17,"[0.5, 0.5042076009706273, 0.5047203805579915, 0.5047203792616299, 0.7619324223792778, 0.7619324238256991, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
105,105,"[(1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1)]","[(1, 0), (1, 1), (0, 2), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (8, 2), (8, 3), (8, 1), (9, 1), (10, 1), (9, 2), (9, 3), (9, 4), (9, 5)]","(3, 3)",expCondition2,"(5, 5)",4,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0]",yujiahui-f-19,2,"[2, 13]","[(2, 2), (2, 0), (2, 4), (0, 2), (4, 2), (2, 5), (5, 2), (7, 6), (10, 5), (6, 10), (13, 7), (7, 7), (13, 5), (3, 12), (6, 11), (11, 5), (10, 1), (0, 10)]","(0, 0)","[614, 1048, 1234, 1592, 1755, 1906, 2052, 2202, 2352, 2509, 2659, 2979, 3211, 3417, 3751, 3910, 4069, 4253, 4393, 4544]","(9, 5)","(5, 9)",0,"[(0, 0), [1, 0], [0, 1], [0, 1], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [8, 2], [7, 1], [8, 1], [9, 1], [9, 1], [9, 2], [9, 3], [9, 4], [9, 5]]",Human,21,"[0.5, 0.5047477393751543, 0.5047477393664085, 0.5059253685872004, 0.5059253680493108, 0.7882331337845725, 0.7882331339476083, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
106,106,"[(0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1)]","[(14, -1), (13, 0), (12, 0), (11, 0), (10, 0), (9, 0), (8, 0), (7, 0), (7, 1), (7, 2), (7, 3)]","(12, 2)",expCondition1,"(11, 3)",2,"[0, 0, 0, 0, 2, 2, 2, 2, 0, 0, 0]",yujiahui-f-19,0,[],"[(13, 1), (11, 1), (13, 3), (3, 10), (4, 7), (1, 0), (12, 13), (7, 12), (3, 13), (7, 13), (6, 10), (6, 11), (4, 9), (9, 8), (8, 8), (11, 8), (4, 4), (5, 10)]","(14, 0)","[628, 836, 996, 1164, 1310, 1463, 1613, 2183, 2526, 2710, 2850]","(11, 7)","(7, 3)",0,"[(14, 0), [14, 0], [13, 0], [12, 0], [11, 0], [10, 0], [9, 0], [8, 0], [7, 0], [7, 1], [7, 2], [7, 3]]",Human,12,"[0.5, 0.499665823633169, 0.8065232462169674, 0.8065232462180628, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
107,107,"[(-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]","[(13, 14), (12, 14), (12, 13), (12, 12), (12, 11), (12, 11), (12, 10), (12, 9), (12, 8), (12, 7), (12, 6), (12, 5), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4)]","(10, 10)",expCondition2,"(8, 8)",6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0]",yujiahui-f-19,1,[5],"[(11, 11), (10, 14), (11, 13), (11, 9), (9, 11), (13, 11), (14, 10), (11, 8), (8, 11), (3, 2), (9, 1), (8, 1), (9, 3), (7, 5), (4, 3), (14, 1), (4, 2), (6, 7)]","(14, 14)","[885, 1098, 1311, 1480, 1618, 1758, 1903, 2034, 2179, 2326, 2467, 2600, 2770, 3051, 3228, 3391, 3536]","(4, 8)","(8, 4)",0,"[(14, 14), [13, 14], [12, 14], [12, 13], [12, 12], [12, 12], [12, 11], [12, 10], [12, 9], [12, 8], [12, 7], [12, 6], [12, 5], [12, 4], [11, 4], [10, 4], [9, 4], [8, 4]]",Human,18,"[0.5, 0.49993078107050315, 0.49805807441696376, 0.49805806887974513, 0.4980580678837648, 0.7850605604821637, 0.930769933107864, 0.9307699331649151, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
109,109,"[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1)]","[(11, 0), (10, 0), (9, 0), (8, 0), (7, 0), (6, 0), (6, 1), (6, 2), (6, 3)]","(12, 1)",expCondition1,"(11, 3)",0,"[0, 2, 2, 2, 2, 2, 0, 0, 0]",yujiahui-f-19,1,[3],"[(13, 1), (11, 1), (13, 3), (10, 9), (4, 1), (5, 13), (8, 11), (2, 4), (3, 2), (7, 6), (4, 4), (5, 1), (3, 5), (13, 8), (3, 8), (13, 11), (3, 7), (8, 12)]","(12, 0)","[464, 629, 781, 924, 1068, 1556, 1780, 1955, 2096]","(11, 8)","(6, 3)",0,"[(12, 0), [11, 0], [10, 0], [9, 0], [8, 0], [7, 0], [6, 0], [6, 1], [6, 2], [6, 3]]",Human,10,"[0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
110,110,"[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1)]","[(1, 2), (2, 2), (3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2), (10, 3), (10, 4)]","(1, 2)",expCondition2,"(4, 4)",0,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0]",yujiahui-f-19,0,[],"[(1, 1), (1, 3), (3, 1), (1, 4), (4, 1), (7, 13), (12, 2), (6, 10), (8, 7), (7, 9), (6, 9), (10, 7), (12, 9), (4, 1), (0, 1), (2, 12), (10, 10), (2, 11)]","(0, 2)","[567, 712, 865, 1020, 1175, 1328, 1476, 1638, 1801, 1943, 2176, 2355]","(10, 4)","(4, 10)",0,"[(0, 2), [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [10, 2], [10, 3], [10, 4]]",Human,13,"[0.5, 0.5126966772139855, 0.5126966771458739, 0.7293815856359549, 0.9997691723147891, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
112,112,"[(0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1)]","[(14, 2), (13, 2), (12, 2), (11, 2), (10, 2), (9, 2), (8, 2), (7, 2), (6, 2), (5, 2), (4, 2), (4, 3)]","(13, 2)",expCondition1,"(11, 3)",1,"[0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 0]",yujiahui-f-19,1,[1],"[(13, 1), (11, 1), (13, 3), (6, 5), (1, 9), (10, 13), (13, 0), (2, 0), (3, 1), (13, 13), (1, 4), (7, 6), (1, 5), (9, 4), (7, 12), (6, 6), (2, 3), (10, 6)]","(14, 1)","[595, 820, 1000, 1141, 1281, 1429, 1560, 1695, 1843, 1973, 2146, 2234]","(11, 10)","(4, 3)",0,"[(14, 1), [14, 2], [13, 2], [12, 2], [11, 2], [10, 2], [9, 2], [8, 2], [7, 2], [6, 2], [5, 2], [4, 2], [4, 3]]",Human,13,"[0.5, 0.4999999972189241, 0.6917915444607213, 0.6917915444547702, 0.9999213133517652, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
118,118,"[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0)]","[(0, 13), (0, 12), (0, 11), (0, 10), (0, 9), (0, 8), (0, 7), (0, 8), (0, 7), (1, 7), (2, 7), (3, 7)]","(2, 12)",expCondition1,"(3, 11)",2,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0]",yujiahui-f-19,1,[7],"[(1, 13), (3, 13), (1, 11), (13, 4), (7, 8), (5, 3), (11, 5), (13, 3), (4, 8), (4, 7), (8, 13), (9, 1), (5, 5), (9, 13), (6, 7), (10, 10), (11, 2), (13, 13)]","(0, 14)","[751, 1112, 1257, 1392, 1545, 1688, 2012, 2397, 2550, 2874, 3035, 3182]","(3, 7)","(7, 11)",0,"[(0, 14), [0, 13], [0, 12], [0, 11], [0, 10], [0, 9], [0, 8], [0, 9], [0, 8], [0, 7], [1, 7], [2, 7], [3, 7]]",Human,13,"[0.5, 0.8082989032056597, 0.8082989032066448, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
120,120,"[(-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0)]","[(13, 14), (13, 13), (13, 12), (13, 11), (13, 10), (13, 9), (13, 8), (13, 7), (12, 7), (12, 6), (12, 5), (11, 5), (10, 5)]","(11, 11)",expCondition1,"(10, 10)",4,"[0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0]",yujiahui-f-19,1,[8],"[(12, 12), (12, 14), (12, 10), (14, 12), (10, 12), (3, 2), (8, 6), (10, 2), (1, 4), (10, 3), (14, 4), (5, 6), (7, 8), (4, 7), (1, 9), (3, 3), (9, 6), (13, 3)]","(14, 14)","[575, 888, 1060, 1186, 1320, 1451, 1586, 1717, 1842, 1976, 2118, 2377, 2546]","(5, 10)","(10, 5)",0,"[(14, 14), [13, 14], [13, 13], [13, 12], [13, 11], [13, 10], [13, 9], [13, 8], [12, 8], [12, 7], [12, 6], [12, 5], [11, 5], [10, 5]]",Human,14,"[0.5, 0.49271668740048974, 0.4927166873096083, 0.8716445253378288, 0.8716445253516677, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
122,122,"[(0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1)]","[(0, 1), (1, 1), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (0, 9), (0, 10), (0, 11), (1, 11), (2, 11), (3, 11), (4, 11), (4, 10)]","(3, 3)",expCondition1,"(4, 4)",4,"[0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0]",yujiahui-f-19,1,[10],"[(2, 2), (2, 0), (2, 4), (0, 2), (4, 2), (7, 7), (12, 0), (7, 13), (6, 8), (11, 11), (11, 8), (7, 11), (10, 6), (13, 5), (5, 11), (11, 10), (0, 13), (7, 6)]","(0, 0)","[613, 998, 1193, 1354, 1507, 1660, 1802, 1949, 2096, 2232, 2375, 2553, 2680, 2884, 3035, 3178, 3456, 3692]","(10, 4)","(4, 10)",0,"[(0, 0), [0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [0, 8], [0, 9], [0, 10], [0, 11], [1, 11], [2, 11], [3, 11], [4, 11], [4, 10]]",Human,19,"[0.5, 0.5067031382461251, 0.5067031386188157, 0.8643669759619126, 0.8643669761289886, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
123,123,"[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1)]","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (7, 1), (7, 2), (7, 3)]","(2, 2)",expCondition1,"(3, 3)",2,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0]",yujiahui-f-19,0,[],"[(1, 1), (1, 3), (3, 1), (7, 4), (11, 2), (10, 4), (10, 1), (9, 2), (7, 12), (9, 10), (5, 7), (4, 10), (4, 7), (8, 9), (12, 11), (6, 10), (2, 8), (6, 8)]","(0, 0)","[544, 710, 860, 1022, 1176, 1324, 1456, 1689, 1873, 2019]","(7, 3)","(3, 7)",0,"[(0, 0), [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [7, 1], [7, 2], [7, 3]]",Human,11,"[0.5, 0.8104062316913844, 0.810406231692626, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
127,127,"[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1)]","[(1, 2), (2, 2), (3, 2), (4, 2), (5, 3), (6, 3), (7, 3), (8, 3), (9, 3), (9, 4)]","(1, 2)",expCondition2,"(4, 4)",0,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0]",yujiahui-f-19,1,[4],"[(1, 1), (1, 3), (3, 1), (1, 4), (4, 1), (10, 8), (12, 13), (11, 6), (8, 12), (6, 12), (7, 11), (9, 1), (12, 11), (1, 0), (1, 12), (5, 9), (7, 12), (11, 8)]","(0, 2)","[505, 665, 807, 958, 1114, 1256, 1404, 1546, 1669, 1930]","(9, 4)","(4, 9)",0,"[(0, 2), [1, 2], [2, 2], [3, 2], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [9, 4]]",Human,11,"[0.5, 0.5092192650344277, 0.5092192650292013, 0.7240212125340444, 0.9998477049935164, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
131,131,"[(0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1)]","[(14, 1), (14, 2), (13, 2), (12, 2), (11, 2), (10, 2), (9, 2), (9, 2), (8, 2), (7, 2), (6, 2), (5, 2), (4, 2), (3, 2), (3, 3), (3, 4), (3, 5)]","(10, 4)",expCondition1,"(9, 5)",6,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0]",yujiahui-f-19,1,[7],"[(11, 3), (14, 4), (13, 3), (9, 3), (11, 5), (11, 1), (10, 0), (1, 7), (5, 6), (8, 9), (2, 11), (7, 13), (6, 11), (2, 3), (8, 6), (7, 10), (1, 9), (2, 0)]","(14, 0)","[563, 722, 956, 1104, 1250, 1382, 1516, 1657, 1821, 1930, 2072, 2215, 2345, 2499, 2637, 2801, 2929]","(9, 11)","(3, 5)",0,"[(14, 0), [14, 1], [14, 2], [13, 2], [12, 2], [11, 2], [10, 2], [10, 2], [9, 2], [8, 2], [7, 2], [6, 2], [5, 2], [4, 2], [3, 2], [3, 3], [3, 4], [3, 5]]",Human,18,"[0.5, 0.4998983298355214, 0.49687156105750413, 0.49687156002553495, 0.4968715598464215, 0.8764302514188372, 0.8764302515861585, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
135,135,"[(0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, 1), (-1, 0)]","[(0, 3), (0, 4), (1, 4), (2, 4), (1, 5), (2, 5), (3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5), (10, 4), (10, 3), (10, 2), (10, 3), (9, 3)]","(1, 2)",expCondition1,"(3, 3)",0,"[0, 2, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0]",yujiahui-f-19,1,[4],"[(1, 1), (1, 3), (3, 1), (8, 10), (10, 12), (12, 3), (13, 5), (9, 12), (2, 0), (11, 4), (12, 6), (4, 8), (6, 12), (3, 13), (10, 8), (7, 0), (5, 10), (12, 5)]","(0, 2)","[633, 780, 1004, 1157, 1436, 1562, 1746, 1902, 2046, 2195, 2319, 2512, 2610, 2809, 2841, 2971, 3100, 3495, 3878]","(9, 3)","(3, 9)",0,"[(0, 2), [0, 3], [0, 4], [1, 4], [0, 5], [1, 5], [2, 5], [3, 5], [4, 5], [5, 5], [6, 5], [7, 5], [8, 5], [9, 5], [10, 5], [10, 4], [10, 3], [10, 2], [10, 3], [9, 3]]",Human,20,"[0.5, 1.1210065257555524e-19, 9.06498622034538e-20, 1.7525900776784605e-19, 3.867849270235156e-19, 6.991899807032253e-19, 1.3393094660044756e-18, 1.087655114219635e-15, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
147,147,"[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0)]","[(11, 14), (10, 14), (9, 14), (9, 13), (8, 13), (7, 13), (6, 13), (5, 13), (5, 12), (6, 11), (5, 11)]","(12, 13)",expCondition1,"(11, 11)",0,"[0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1]",yujiahui-f-19,2,"[3, 9]","[(13, 13), (13, 11), (11, 13), (1, 7), (11, 2), (13, 9), (4, 6), (9, 3), (1, 12), (4, 3), (5, 5), (9, 7), (8, 10), (4, 12), (14, 3), (4, 11), (9, 9), (4, 7)]","(12, 14)","[764, 916, 1052, 1203, 1335, 1503, 1633, 1779, 2028, 2207, 2536]","(5, 11)","(11, 5)",0,"[(12, 14), [11, 14], [10, 14], [10, 13], [9, 13], [8, 13], [7, 13], [6, 13], [5, 13], [6, 12], [6, 11], [5, 11]]",Human,12,"[0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
148,148,"[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1)]","[(3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (10, 1), (10, 2), (10, 3), (10, 4)]","(2, 1)",expCondition2,"(4, 4)",0,"[0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",yujiahui-f-19,0,[],"[(1, 1), (1, 3), (3, 1), (1, 4), (4, 1), (1, 11), (12, 1), (13, 6), (0, 4), (1, 3), (13, 3), (7, 7), (9, 9), (6, 10), (12, 12), (9, 7), (2, 13), (1, 12)]","(2, 0)","[481, 635, 777, 920, 1062, 1214, 1374, 1491, 1654, 1819, 1960, 2091]","(10, 4)","(4, 10)",0,"[(2, 0), [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0], [10, 1], [10, 2], [10, 3], [10, 4]]",Human,13,"[0.5, 0.9999999999999976, 0.9999999999999991, 0.9999999999999991, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
150,150,"[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1)]","[(13, 0), (12, 0), (11, 0), (10, 0), (9, 0), (8, 0), (7, 0), (7, 1), (7, 2), (7, 3), (6, 3), (6, 4)]","(12, 2)",expCondition2,"(10, 4)",2,"[0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 2, 0]",yujiahui-f-19,0,[],"[(13, 1), (11, 1), (13, 3), (10, 1), (13, 4), (3, 7), (10, 13), (6, 9), (7, 10), (3, 5), (10, 9), (1, 12), (14, 10), (3, 4), (5, 4), (4, 6), (1, 10), (13, 13)]","(14, 0)","[513, 684, 804, 935, 1087, 1228, 1372, 1643, 1826, 2106, 2309, 2548]","(10, 8)","(6, 4)",0,"[(14, 0), [13, 0], [12, 0], [11, 0], [10, 0], [9, 0], [8, 0], [7, 0], [7, 1], [7, 2], [7, 3], [6, 3], [6, 4]]",Human,13,"[0.5, 0.7416270332503043, 0.7416270334338709, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
157,157,"[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0)]","[(12, 13), (12, 12), (12, 11), (12, 10), (12, 9), (12, 8), (12, 7), (13, 6), (13, 5), (13, 6), (13, 5), (13, 4), (12, 4), (11, 4)]","(12, 13)",expCondition1,"(11, 11)",0,"[0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0]",yujiahui-f-19,2,"[7, 9]","[(13, 13), (13, 11), (11, 13), (4, 9), (13, 11), (14, 10), (7, 6), (14, 8), (8, 2), (14, 12), (1, 2), (4, 8), (10, 4), (1, 6), (3, 2), (12, 3), (10, 7), (8, 6)]","(12, 14)","[726, 906, 1045, 1194, 1345, 1484, 1636, 1786, 1945, 2065, 2413, 2566, 2793, 2959]","(4, 11)","(11, 4)",0,"[(12, 14), [12, 13], [12, 12], [12, 11], [12, 10], [12, 9], [12, 8], [13, 7], [13, 6], [13, 7], [13, 6], [13, 5], [13, 4], [12, 4], [11, 4]]",Human,15,"[0.5, 0.6889673128096149, 0.6889673127988961, 0.9998109559634062, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
160,160,"[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1)]","[(0, 13), (0, 12), (0, 11), (0, 10), (0, 9), (0, 8), (0, 7), (0, 6), (0, 5), (0, 4), (1, 6), (2, 6), (3, 6), (4, 6), (4, 5), (4, 4)]","(2, 12)",expCondition2,"(4, 10)",2,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1]",yujiahui-f-19,1,[10],"[(1, 13), (3, 13), (1, 11), (4, 13), (1, 10), (7, 8), (9, 1), (9, 4), (10, 9), (10, 2), (13, 8), (5, 4), (10, 6), (13, 13), (3, 2), (13, 4), (10, 8), (6, 6)]","(0, 14)","[580, 722, 858, 993, 1134, 1277, 1421, 1575, 1708, 1855, 2053, 2224, 2492, 2634, 2864, 3028]","(4, 4)","(10, 10)",0,"[(0, 14), [0, 13], [0, 12], [0, 11], [0, 10], [0, 9], [0, 8], [0, 7], [0, 6], [0, 5], [0, 6], [1, 6], [2, 6], [3, 6], [4, 6], [4, 5], [4, 4]]",Human,17,"[0.5, 0.6966222888488451, 0.696622298602803, 0.9999999999999989, 0.9999999999999998, 0.9999999999999998, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
161,161,"[(-1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1)]","[(13, 0), (13, 1), (12, 1), (11, 1), (10, 1), (9, 1), (8, 1), (7, 0), (6, 0), (5, 0), (4, 0), (4, 1), (4, 2), (4, 3), (4, 4)]","(11, 3)",expCondition1,"(10, 4)",4,"[0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0]",yujiahui-f-19,1,[7],"[(12, 2), (14, 2), (10, 2), (12, 0), (12, 4), (2, 4), (8, 12), (10, 13), (6, 8), (6, 10), (1, 7), (7, 9), (2, 3), (9, 10), (1, 13), (8, 13), (7, 10), (6, 9)]","(14, 0)","[545, 852, 1101, 1253, 1403, 1552, 1696, 1837, 1982, 2123, 2278, 2517, 2700, 2827, 2971]","(10, 10)","(4, 4)",0,"[(14, 0), [13, 0], [13, 1], [12, 1], [11, 1], [10, 1], [9, 1], [8, 0], [7, 0], [6, 0], [5, 0], [4, 0], [4, 1], [4, 2], [4, 3], [4, 4]]",Human,16,"[0.5, 0.5068118789504449, 0.5068118794805446, 0.8705337527666126, 0.8705337529346141, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
